track_name,track_artist,track_id,user_id,playlist_id,genres,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,danceability_binary
Yo Todo Tu Yo,The Rugged Nuggets,5JklgNfJB7VSjtpvXsGLGY,Figas,53Z2byTaum9E3fhu2tKtm2,['instrumental soul'],0.389,0.797,A,-6.378,0.0505,0.771,0.855,0.154,0.841,95.873,0
ワン・フォー・ジロー,稲垣次郎とソウル・メディア,3RatJCBICEQwTyOJtteB4I,Figas,53Z2byTaum9E3fhu2tKtm2,['classic japanese jazz'],0.528,0.456,C,-9.671,0.0624,0.419,0.631,0.16,0.189,104.295,0
Deleters - Palms Trax Remix,Holy Fuck,0oqga82uitzPVW5TR8SKVx,Figas,53Z2byTaum9E3fhu2tKtm2,"['dance-punk', 'electronic rock']",0.752,0.442,G,-8.512,0.0463,0.00127,0.842,0.0866,0.84,121.997,1
Secret Sunday Lover - Greg Wilson Version,Various Artists,0K9agOvJ48tSvcTl6LtXHs,Figas,53Z2byTaum9E3fhu2tKtm2,No Genre,0.775,0.628,F#,-10.484,0.0479,0.0248,0.76,0.192,0.789,111.994,1
"Strut Your Funky Stuff - 12"" Version",Frantique,2ZHEd0c9amAX10cbYdBtQ9,Figas,53Z2byTaum9E3fhu2tKtm2,['deep disco'],0.842,0.888,G,-5.959,0.0499,0.0684,0.0114,0.26,0.807,120.226,1
Get With the Program,Doug Shorts,5cBxucOGjpLyQkjsZaiBaY,Figas,53Z2byTaum9E3fhu2tKtm2,No Genre,0.841,0.532,A,-7.215,0.0857,0.0712,0.0164,0.132,0.781,112.501,1
Fou,L'Impératrice,7eAp3ZgBPzmXo0bwnmFELp,Figas,53Z2byTaum9E3fhu2tKtm2,"['french indie pop', 'french indietronica', 'french synthpop']",0.86,0.593,G,-9.561,0.0563,0.0788,0.619,0.0395,0.806,108.051,1
Love Is the Message - Live at Abbey Road Studios,Yussef Dayes,0gmjv0aTUcisJN5yTEwU2v,Figas,53Z2byTaum9E3fhu2tKtm2,"['british jazz', 'indie soul']",0.477,0.53,C#,-14.447,0.0473,0.0977,0.834,0.121,0.302,91.04,0
Fire Dance,Dizzy Gillespie,3lhNPeZgnuUigHq11zA0uS,Figas,53Z2byTaum9E3fhu2tKtm2,"['bebop', 'contemporary post-bop', 'jazz', 'jazz trumpet', 'vocal jazz']",0.607,0.818,B,-10.098,0.0501,0.021,0.628,0.305,0.807,140.292,1
Vermillioncore,Steven Wilson,5bYAn1VVyKZLcwsyrL6cQd,Figas,53Z2byTaum9E3fhu2tKtm2,"['progressive metal', 'progressive rock']",0.538,0.645,E,-12.088,0.0386,0.00252,0.869,0.149,0.382,91.017,0
O Lugar,Tiago Bettencourt,42cFtWQdixFVBmtkIxWL33,Figas,53Z2byTaum9E3fhu2tKtm2,"['fado', 'portuguese indie', 'portuguese rock']",0.55,0.641,F#,-6.757,0.0257,0.324,0.00109,0.103,0.242,139.869,0
Let It Happen,Tame Impala,2X485T9Z5Ly0xyaghN73ed,Figas,53Z2byTaum9E3fhu2tKtm2,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",0.602,0.881,C#,-5.875,0.0443,0.00462,0.0266,0.111,0.577,125.012,1
Zwango Zop,Mildlife,6MhQIRqZhXXjQYgyXewTmv,Figas,53Z2byTaum9E3fhu2tKtm2,['neo-psychedelic'],0.627,0.831,F,-5.948,0.0443,0.206,0.00177,0.565,0.663,113.028,1
This Old House Is All I Have,Against All Logic,4SzmBRbDVmi0z4Lnc6H1Za,Figas,53Z2byTaum9E3fhu2tKtm2,"['electronica', 'experimental hip hop']",0.588,0.804,A#,-6.288,0.128,0.314,0.768,0.172,0.494,174.045,0
You Don't Mess Around with Jim,Jim Croce,5yrsBzgHkfu2idkl2ILQis,Figas,53Z2byTaum9E3fhu2tKtm2,"['classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",0.705,0.581,B,-11.379,0.0455,0.607,1.52e-05,0.117,0.967,163.24,1
Light Of The Universe,Sun,5P31WJen0AejtgOJETFjgR,Figas,53Z2byTaum9E3fhu2tKtm2,No Genre,0.695,0.667,B,-10.971,0.0547,0.24,0.0798,0.348,0.63,101.209,1
Flood - 2020 Remaster,Snarky Puppy,56BTDMUiNl4XICVLoTDsIe,Figas,7sD9SkR5D5DWupg1Pa6H33,"['contemporary jazz', 'funk rock', 'jazz', 'progressive jazz fusion']",0.413,0.772,C#,-7.684,0.0599,0.0277,0.913,0.667,0.316,108.132,0
Bet,Snarky Puppy,7pnM9gB0aO7WrIYqjeZaPX,Figas,7sD9SkR5D5DWupg1Pa6H33,"['contemporary jazz', 'funk rock', 'jazz', 'progressive jazz fusion']",0.611,0.919,A#,-6.523,0.0804,0.0949,0.34,0.756,0.526,96.935,1
Inner Babylon,Sons Of Kemet,21mubngZPBFQEpG1USrDZC,Figas,7sD9SkR5D5DWupg1Pa6H33,"['afrofuturism', 'british jazz', 'contemporary jazz', 'progressive jazz fusion']",0.392,0.826,B,-6.87,0.137,0.0932,0.737,0.0832,0.818,155.637,0
Blast Off,Trioscapes,43qIHICo1XReDYqnvb1vjy,Figas,7sD9SkR5D5DWupg1Pa6H33,"['jazz metal', 'progressive jazz fusion']",0.378,0.945,F#,-4.279,0.0913,0.00466,0.892,0.337,0.653,89.908,0
"Celebration Suite, Pt. 1",Return To Forever,3sGpVkaCHV2LsTd9gYyQ2V,Figas,7sD9SkR5D5DWupg1Pa6H33,"['contemporary post-bop', 'electric bass', 'jazz', 'jazz funk', 'jazz fusion', 'progressive rock']",0.243,0.806,F,-11.257,0.0892,0.0458,0.837,0.281,0.271,76.726,0
Spain,Chick Corea,5RrJCusmR1J54b5ivqdWIu,Figas,7sD9SkR5D5DWupg1Pa6H33,"['bebop', 'contemporary post-bop', 'ecm-style jazz', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano']",0.404,0.446,B,-16.982,0.0352,0.857,0.885,0.0845,0.474,136.242,0
Top Spin,Tony MacAlpine,3Wv8mkZmo6hnLo0M73duOP,Figas,7sD9SkR5D5DWupg1Pa6H33,"['instrumental rock', 'metal guitar', 'neo classical metal', 'shred']",0.646,0.604,D,-9.899,0.0372,0.722,0.704,0.106,0.551,109.926,1
Song To The Pharoah Kings,Return To Forever,2IA2dYPbwRqgWk62SFaTE8,Figas,7sD9SkR5D5DWupg1Pa6H33,"['contemporary post-bop', 'electric bass', 'jazz', 'jazz funk', 'jazz fusion', 'progressive rock']",0.32,0.851,G,-11.111,0.0885,0.066,0.681,0.296,0.276,133.579,0
"Celebration Suite, Pt. 2",Return To Forever,2qx7ogB37k0KU9R2d2w4bL,Figas,7sD9SkR5D5DWupg1Pa6H33,"['contemporary post-bop', 'electric bass', 'jazz', 'jazz funk', 'jazz fusion', 'progressive rock']",0.19,0.676,G#,-10.928,0.0613,0.101,0.863,0.0572,0.162,88.519,0
Paris On Mine,Various Artists,0uuIWuUfMicIsO0SAH27gd,Figas,7sD9SkR5D5DWupg1Pa6H33,No Genre,0.448,0.544,B,-12.01,0.0397,0.116,0.612,0.0655,0.311,137.08,0
Slightly All The Time,Soft Machine,0CXNFPxMf4qb0ycduPkKZ0,Figas,7sD9SkR5D5DWupg1Pa6H33,"['canterbury scene', 'experimental', 'jazz fusion', 'jazz rock', 'progressive rock', 'zolo']",0.319,0.224,D,-19.158,0.0349,0.765,0.913,0.123,0.189,134.755,0
Farewell Franklins (feat. Neal Casal),Circles Around The Sun,08IHUFQdC4Rccmy7JEXabH,Figas,7sD9SkR5D5DWupg1Pa6H33,['jam band'],0.539,0.653,G,-8.828,0.0334,0.142,0.914,0.1,0.411,101.533,0
Saturday's Children (feat. Neal Casal),Circles Around The Sun,0l47ZhSBfu9MeKAmBXLq1y,Figas,7sD9SkR5D5DWupg1Pa6H33,['jam band'],0.638,0.433,A,-10.486,0.0313,0.661,0.874,0.0909,0.65,81.378,1
RL's,Snarky Puppy,5hmHJQW8vmJvyD6F0pSAUD,Figas,7sD9SkR5D5DWupg1Pa6H33,"['contemporary jazz', 'funk rock', 'jazz', 'progressive jazz fusion']",0.466,0.923,G,-6.232,0.189,0.0552,0.879,0.696,0.505,157.857,0
Eat That Question,Frank Zappa,7JTX63OYbC43xq3fUltwZR,Figas,7sD9SkR5D5DWupg1Pa6H33,"['art rock', 'blues rock', 'experimental', 'instrumental rock', 'jazz fusion', 'jazz rock', 'progressive rock', 'psychedelic rock', 'symphonic rock', 'zolo']",0.311,0.699,B,-12.857,0.0765,0.208,0.909,0.683,0.4,92.103,0
BIRDO II,Varra,19ekIWUJo1O8Z0ElZp2U0E,Figas,7sD9SkR5D5DWupg1Pa6H33,No Genre,0.494,0.866,C#,-9.783,0.0378,0.0123,0.915,0.101,0.938,159.002,0
Bigly Strictness,Snarky Puppy,2FzhdfmzmveNF8C285I2Zi,Figas,7sD9SkR5D5DWupg1Pa6H33,"['contemporary jazz', 'funk rock', 'jazz', 'progressive jazz fusion']",0.603,0.719,D#,-7.96,0.0417,0.102,0.74,0.121,0.486,103.971,1
Xavi,Snarky Puppy,0LtzIAlp7ImcMcLHXxOb7n,Figas,7sD9SkR5D5DWupg1Pa6H33,"['contemporary jazz', 'funk rock', 'jazz', 'progressive jazz fusion']",0.49,0.862,G,-9.044,0.0456,0.0394,0.903,0.316,0.627,159.961,0
Two for Joy,Ruby Rushton,5BfPR55j1JGjLJE038a3dE,Figas,7sD9SkR5D5DWupg1Pa6H33,"['indie jazz', 'uk contemporary jazz']",0.465,0.38,G#,-12.57,0.0388,0.0487,0.0457,0.0663,0.24,139.084,0
ANGEL OF DARKNESS,The Comet Is Coming,2R2XeCyEdAujZVYAO8ZdHb,Figas,7sD9SkR5D5DWupg1Pa6H33,"['british jazz', 'chamber psych']",0.132,0.752,C,-4.893,0.0471,5.32e-05,0.919,0.117,0.0341,178.424,0
Triceratops / The Caller,Ruby Rushton,1DXrHK5VDk1GPW5j1aQlrP,Figas,7sD9SkR5D5DWupg1Pa6H33,"['indie jazz', 'uk contemporary jazz']",0.42,0.617,A#,-8.517,0.0439,0.0892,0.456,0.0976,0.523,150.149,0
Daa Nyinaa,Ata Kak,48lSNIKsrrwc9IhgP8XXwV,Figas,6LGbedyg6pdRql4R4l8inL,['afro psych'],0.862,0.691,G#,-9.751,0.119,0.0276,0.0,0.042,0.761,124.867,1
Obaa Sima,Ata Kak,4LyxysVt5v3kkdJUSx8wvZ,Figas,6LGbedyg6pdRql4R4l8inL,['afro psych'],0.907,0.66,C#,-11.951,0.0458,0.0333,0.197,0.112,0.973,130.747,1
Agitations tropicales,L'Impératrice,2La21GqU4fKTQLcfLxTeoz,Figas,6LGbedyg6pdRql4R4l8inL,"['french indie pop', 'french indietronica', 'french synthpop']",0.76,0.401,C#,-9.537,0.0674,0.564,0.259,0.0977,0.619,115.989,1
My Lady's On Fire,Ty Segall,5EbTamOuKNYlEsOUGc51kE,Figas,6LGbedyg6pdRql4R4l8inL,"['bay area indie', 'garage rock', 'indie rock', 'lo-fi', 'neo-psychedelic', 'noise pop', 'noise rock', 'oc indie']",0.319,0.496,D#,-9.113,0.0333,0.176,0.000655,0.107,0.321,82.795,0
O Navio Dela,Manel Cruz,6xjNC24isyVofrLEP249jc,Figas,6LGbedyg6pdRql4R4l8inL,"['portuguese indie', 'portuguese rock']",0.573,0.39,F,-11.029,0.0544,0.842,0.00249,0.101,0.54,87.101,0
At My House,Yellow Days,1abUzQQa1yuWSjvv0rHtkV,Figas,6LGbedyg6pdRql4R4l8inL,['bedroom pop'],0.592,0.491,F,-7.635,0.109,0.315,0.711,0.253,0.67,146.167,0
Time Moves Slow,BADBADNOTGOOD,1IqF5PUDUnaykHLs0RWbDO,Figas,6LGbedyg6pdRql4R4l8inL,"['canadian modern jazz', 'indie soul']",0.591,0.376,B,-10.832,0.0543,0.478,0.0282,0.101,0.308,140.026,0
Confessions,BADBADNOTGOOD,1Sc2RHxyKHMeyCChQTWTnp,Figas,6LGbedyg6pdRql4R4l8inL,"['canadian modern jazz', 'indie soul']",0.364,0.664,B,-6.017,0.0447,0.266,0.842,0.109,0.29,162.376,0
Super Zodiac,The Comet Is Coming,26qvxre8pKtLTatKPYAR8Q,Figas,6LGbedyg6pdRql4R4l8inL,"['british jazz', 'chamber psych']",0.556,0.878,G,-7.684,0.0538,0.0308,0.915,0.222,0.0653,124.221,0
Timewave Zero,The Comet Is Coming,2fOutkvdVCHmgAs1ITpAKJ,Figas,6LGbedyg6pdRql4R4l8inL,"['british jazz', 'chamber psych']",0.336,0.931,D,-5.525,0.101,0.0995,0.808,0.481,0.401,156.758,0
Pure Comedy,Father John Misty,7oMcTHo43Y5xgjOdTutzoz,Figas,6LGbedyg6pdRql4R4l8inL,"['art pop', 'chamber pop', 'indie rock', 'singer-songwriter', 'stomp and holler']",0.459,0.261,E,-11.658,0.0399,0.814,0.0,0.216,0.165,132.186,0
Touch The Sky,Black Pumas,2FRwUfuTVIIglFhE285Dew,Figas,6LGbedyg6pdRql4R4l8inL,['retro soul'],0.649,0.606,B,-7.787,0.0252,0.14,0.0569,0.114,0.811,97.752,1
Colors,Black Pumas,6J3HNhDBIwEX11bX8hzx5u,Figas,6LGbedyg6pdRql4R4l8inL,['retro soul'],0.546,0.696,E,-6.537,0.0335,0.0887,1.84e-05,0.195,0.596,89.882,0
my future,Billie Eilish,2ygvZOXrIeVL4xZmAWJT2C,Figas,6LGbedyg6pdRql4R4l8inL,"['art pop', 'pop']",0.444,0.309,G#,-10.956,0.062,0.795,0.132,0.352,0.0875,104.745,0
Ride or Die,Durand Jones & The Indications,40wfUw3Vf1V1a46CibHmt7,Figas,6LGbedyg6pdRql4R4l8inL,['souldies'],0.601,0.625,D,-10.501,0.0414,0.364,0.0734,0.0843,0.686,101.98,1
In Ear Park,Department Of Eagles,5gnpGZdjGo4hj7vcJDakWG,Figas,6LGbedyg6pdRql4R4l8inL,['folktronica'],0.468,0.358,G,-11.132,0.0297,0.881,0.739,0.0817,0.199,84.089,0
O Sol De Azar,António Zambujo,19jgi5fFscrgUb139PF3yy,Figas,6LGbedyg6pdRql4R4l8inL,"['fado', 'portuguese rock']",0.693,0.225,D,-9.865,0.0494,0.83,0.0,0.11,0.554,107.635,1
Ex-Factor,Ms. Lauryn Hill,2VjXGuPVVxyhMgER3Uz2Fe,Figas,6LGbedyg6pdRql4R4l8inL,"['alternative r&b', 'conscious hip hop', 'hip hop', 'neo soul', 'new jersey rap', 'r&b', 'soul']",0.593,0.619,D#,-9.003,0.0976,0.118,0.0,0.484,0.668,80.02,0
Untitled (How Does It Feel),D'Angelo,4oPNN7syJYSjzDhRerF966,Figas,6LGbedyg6pdRql4R4l8inL,"['indie soul', 'neo soul', 'soul']",0.838,0.304,E,-9.975,0.0626,0.16,0.0267,0.0828,0.221,112.618,1
Despassarado,António Zambujo,05NoMD5Qwv1gLbKUfUZKbb,Figas,6LGbedyg6pdRql4R4l8inL,"['fado', 'portuguese rock']",0.764,0.179,C,-10.968,0.0506,0.971,0.0152,0.111,0.516,101.382,1
Damaged Goods,IDLES,5PRU610vVE9hHvPqfH3qcX,Figas,6LGbedyg6pdRql4R4l8inL,"['bristol indie', 'crank wave', 'modern rock']",0.472,0.793,E,-6.131,0.0552,5.63e-05,0.404,0.818,0.595,171.03,0
Peur des filles,L'Impératrice,00mO8JKk2wQ7VqdPcY1r4O,Figas,6LGbedyg6pdRql4R4l8inL,"['french indie pop', 'french indietronica', 'french synthpop']",0.915,0.408,C#,-10.705,0.0868,0.0796,0.158,0.218,0.6,102.02,1
Red Room,Hiatus Kaiyote,55mvtucws4Mnro27744t9X,Figas,6LGbedyg6pdRql4R4l8inL,"['alternative r&b', 'australian r&b', 'indie soul', 'shiver pop']",0.687,0.361,G,-9.782,0.0501,0.631,0.00479,0.117,0.453,80.935,1
I'm Scum,IDLES,4VJI2lzbzxiWakC9P35TZP,Figas,6LGbedyg6pdRql4R4l8inL,"['bristol indie', 'crank wave', 'modern rock']",0.533,0.851,B,-3.657,0.0627,0.00214,0.000234,0.138,0.485,116.03,0
New Positions,Family Time,7evtymdq1PAC3hFNShfwpS,Figas,6LGbedyg6pdRql4R4l8inL,No Genre,0.796,0.288,A,-12.329,0.0376,0.838,0.663,0.0989,0.341,88.498,1
April Fools,Aretha Franklin,7mcRAPSkGRRD5pvrzhhL7V,Figas,6LGbedyg6pdRql4R4l8inL,"['classic soul', 'jazz blues', 'memphis soul', 'neo soul', 'soul', 'southern soul', 'vocal jazz']",0.432,0.558,A#,-10.249,0.0903,0.603,1.78e-06,0.588,0.673,117.576,0
Day Dreaming,Aretha Franklin,7L4G39PVgMfaeHRyi1ML7y,Figas,6LGbedyg6pdRql4R4l8inL,"['classic soul', 'jazz blues', 'memphis soul', 'neo soul', 'soul', 'southern soul', 'vocal jazz']",0.463,0.273,C,-15.364,0.074,0.907,0.000367,0.101,0.293,146.426,0
Fingerprints,Hiatus Kaiyote,3c7N2fCFB4JVKGF8cWfteh,Figas,6LGbedyg6pdRql4R4l8inL,"['alternative r&b', 'australian r&b', 'indie soul', 'shiver pop']",0.6,0.237,G#,-11.212,0.0466,0.521,0.0466,0.117,0.325,79.8,1
Shēnzhou V.,Yin Yin,0AULxj8PjVnPL8vuUGwVkb,Figas,6LGbedyg6pdRql4R4l8inL,['dutch indie'],0.628,0.949,F#,-4.789,0.0353,0.0328,0.797,0.398,0.896,95.0,1
The Age of Aquarius,Yin Yin,51lE8SEZq4ynnoFK3sggEL,Figas,6LGbedyg6pdRql4R4l8inL,['dutch indie'],0.592,0.913,E,-6.573,0.05,0.00321,0.404,0.129,0.778,124.017,0
Move Like This,Ric Wilson,3Jw0dL0zh6zAYHpXa0sbrA,Figas,6LGbedyg6pdRql4R4l8inL,['psychedelic hip hop'],0.759,0.642,G,-8.16,0.0396,0.0365,0.00695,0.128,0.663,123.0,1
Big Ideas,Arctic Monkeys,4KPi4VNvPOfKqIp1sx19Xf,Figas,6LGbedyg6pdRql4R4l8inL,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.548,0.328,A,-9.973,0.0296,0.663,0.00365,0.0972,0.343,67.023,0
Redbone,Childish Gambino,0wXuerDYiBnERgIpbb3JBR,Figas,6LGbedyg6pdRql4R4l8inL,"['atl hip hop', 'hip hop', 'rap']",0.743,0.344,C#,-11.174,0.118,0.169,0.00879,0.103,0.577,160.15,1
Mistério do Planeta,Novos Baianos,3TAMiM8XFmU9vFd333pgRh,Figas,6LGbedyg6pdRql4R4l8inL,"['bossa nova', 'mpb', 'psicodelia brasileira', 'samba', 'samba-rock', 'tropicalia']",0.61,0.495,C#,-8.399,0.0891,0.8,2.52e-05,0.083,0.683,146.878,1
Besta é Tu,Novos Baianos,79Lam1bAWszDiRLTH2V4ue,Figas,6LGbedyg6pdRql4R4l8inL,"['bossa nova', 'mpb', 'psicodelia brasileira', 'samba', 'samba-rock', 'tropicalia']",0.695,0.768,E,-5.7,0.0439,0.404,5e-06,0.11,0.979,111.681,1
Brasil Pandeiro,Novos Baianos,2Er0f1mhO0g1rov9Cdi5Wk,Figas,6LGbedyg6pdRql4R4l8inL,"['bossa nova', 'mpb', 'psicodelia brasileira', 'samba', 'samba-rock', 'tropicalia']",0.549,0.555,B,-7.144,0.0344,0.791,0.000311,0.117,0.876,97.724,0
Preta Pretinha,Novos Baianos,0q1hmhVWdR04mZup6mR56u,Figas,6LGbedyg6pdRql4R4l8inL,"['bossa nova', 'mpb', 'psicodelia brasileira', 'samba', 'samba-rock', 'tropicalia']",0.704,0.561,G,-7.177,0.033,0.845,7.65e-06,0.108,0.773,124.861,1
Réu Confesso,Tim Maia,3BpiaGyTIb7VIoAYbvSzTH,Figas,6LGbedyg6pdRql4R4l8inL,"['brazilian boogie', 'brazilian soul', 'mpb']",0.536,0.766,C,-9.89,0.0522,0.0539,0.0051,0.292,0.758,87.893,0
O Descobridor Dos Sete Mares,Tim Maia,6wpDQGn3Gl0j9Wt6D6mYvQ,Figas,6LGbedyg6pdRql4R4l8inL,"['brazilian boogie', 'brazilian soul', 'mpb']",0.643,0.78,A#,-8.306,0.0718,0.0108,0.00069,0.305,0.963,136.891,1
Que Beleza,Tim Maia,73TTpGtSDdXRP8J7loLifZ,Figas,6LGbedyg6pdRql4R4l8inL,"['brazilian boogie', 'brazilian soul', 'mpb']",0.513,0.539,F,-7.537,0.0402,0.35,0.349,0.0763,0.919,159.811,0
O Caminho Do Bem,Tim Maia,19gwT9Lv36zp3UCweLiZTE,Figas,6LGbedyg6pdRql4R4l8inL,"['brazilian boogie', 'brazilian soul', 'mpb']",0.812,0.416,A,-10.998,0.0641,0.268,0.0947,0.115,0.893,107.99,1
Oxala Te Veja,Oquestrada,3gtDiDkDb5dRi4BxPPg2ei,Figas,6LGbedyg6pdRql4R4l8inL,['folclore portugues'],0.654,0.447,B,-6.214,0.0775,0.385,0.000212,0.0771,0.829,156.463,1
You Don't Know Me,Caetano Veloso,7Fw7VPZTX461fLYo72UkV1,Figas,6LGbedyg6pdRql4R4l8inL,"['bossa nova', 'mpb', 'samba de roda', 'tropicalia']",0.563,0.463,B,-11.252,0.043,0.737,0.000357,0.118,0.689,123.402,0
"Lameira (Sol Posto, 2020)",Capitão Fausto,44ibUfkVB0KPa0h68rIkuO,Figas,73wk2SHXBikR5kmafHAvvt,"['portuguese indie', 'portuguese indie rock', 'portuguese rock']",0.294,0.644,F#,-10.683,0.0426,0.0428,0.876,0.0934,0.365,112.018,0
"Amor a Nossa Vida (Sol Posto, 2020)",Capitão Fausto,6HY2IEN9aQXMV2PcClfJ4C,Figas,73wk2SHXBikR5kmafHAvvt,"['portuguese indie', 'portuguese indie rock', 'portuguese rock']",0.62,0.345,G#,-11.017,0.028,0.761,0.0857,0.162,0.285,150.015,1
"Pesar o Sol (Sol Posto, 2020)",Capitão Fausto,2zAqRiAmWV6abJN0ckucEj,Figas,73wk2SHXBikR5kmafHAvvt,"['portuguese indie', 'portuguese indie rock', 'portuguese rock']",0.527,0.169,E,-14.301,0.0344,0.934,0.808,0.238,0.0451,90.735,0
"Cortex (Sol Posto, 2020)",Capitão Fausto,7uE9MZQm4OTT83xl9AVowb,Figas,73wk2SHXBikR5kmafHAvvt,"['portuguese indie', 'portuguese indie rock', 'portuguese rock']",0.562,0.537,F,-13.539,0.0388,0.0496,0.902,0.0657,0.83,80.48,0
"Os Amigos (feat. BISPO, Capitão Fausto, El Salvador, Ganso, Modernos, Rapaz Ego, Reis da República & Zarco)",Conjunto Cuca Monga,5Pw0rv4q8spJpjYk53BcWb,Figas,73wk2SHXBikR5kmafHAvvt,"['portuguese indie', 'portuguese rock']",0.708,0.354,D,-14.078,0.0358,0.526,0.000446,0.0848,0.555,102.797,1
Vida Dupla,Rapaz Ego,3ruG1xuBAiMoySBZs4h3X4,Figas,73wk2SHXBikR5kmafHAvvt,"['portuguese indie', 'portuguese rock']",0.807,0.683,G,-6.096,0.0334,0.237,0.00227,0.022,0.87,110.84,1
Soul With A Capital 'S',Tower Of Power,7LAVKUMsMAp8JwA6nQm6b0,Figas,3cMV2UjAF5GF8T9Sk5GZgk,"['funk', 'jazz funk', 'p funk']",0.737,0.988,D,-5.477,0.0504,0.0419,0.0356,0.129,0.798,119.002,1
You Make Me Feel (Mighty Real),Sylvester,0RnCUYXa7jhgTXtiMXF2PQ,Figas,3cMV2UjAF5GF8T9Sk5GZgk,"['disco', 'hi-nrg']",0.629,0.851,F,-11.182,0.0294,0.0309,0.303,0.0947,0.961,130.7,1
You Should Be Dancing,Bee Gees,4T5Y25pWs2pVZVcFIqFuf8,Figas,3cMV2UjAF5GF8T9Sk5GZgk,"['disco', 'mellow gold', 'soft rock']",0.704,0.852,C,-6.521,0.0302,0.0283,0.352,0.625,0.96,122.969,1
Happy People,The Temptations,2zp78fJaEzAp0fySaZOsJW,Figas,3cMV2UjAF5GF8T9Sk5GZgk,"['memphis soul', 'motown', 'soul']",0.831,0.716,F#,-13.25,0.0448,0.0744,0.00946,0.0811,0.942,119.571,1
Day 1: Ephemeral,Tom Misch,5vi3wDELpFom7QnrEpM9Jn,Figas,4RY30o8lHU8ODAcVOiXrGR,"['indie soul', 'jazz pop']",0.715,0.837,E,-8.633,0.0695,0.0979,0.425,0.127,0.383,120.025,1
Watching Strangers Smile,Parquet Courts,2fZ2u0nLos8nBjS4n3IDKl,Figas,4RY30o8lHU8ODAcVOiXrGR,"['alternative rock', 'american post-punk', 'brooklyn indie', 'chamber pop', 'crank wave', 'denton tx indie', 'indie rock', 'lo-fi', 'neo-psychedelic', 'noise pop', 'noise rock']",0.613,0.817,B,-6.797,0.0348,0.124,0.0351,0.108,0.71,135.046,1
Love Love Love,Moullinex,17JY2a67gwv9oOWvzOvIIw,Figas,4RY30o8lHU8ODAcVOiXrGR,"['filter house', 'nu disco']",0.731,0.805,A,-8.62,0.0901,0.0642,0.163,0.369,0.532,117.975,1
Voyage,Arp Frique,28VqA7VrunQbY1jpeSwiJb,Figas,4RY30o8lHU8ODAcVOiXrGR,['afro-funk'],0.665,0.789,C,-9.646,0.0624,0.000822,0.472,0.183,0.797,129.974,1
The Huggers,Moullinex,1hlVSDZsLZ7d1MooDnLFn0,Figas,4RY30o8lHU8ODAcVOiXrGR,"['filter house', 'nu disco']",0.789,0.807,A#,-7.917,0.171,0.179,0.00125,0.187,0.548,126.026,1
Danse Cette Zik,Parbleu,0JSDjKJ1VJwmRwW35I3OYH,Figas,4RY30o8lHU8ODAcVOiXrGR,No Genre,0.763,0.751,G,-11.201,0.0504,0.137,0.482,0.0931,0.966,124.036,1
Superfly,Curtis Mayfield,01MOVvCmPmnLbAePdB3N1t,Figas,4RY30o8lHU8ODAcVOiXrGR,"['chicago soul', 'classic soul', 'funk', 'soul']",0.779,0.776,D,-7.393,0.138,0.552,0.000108,0.0998,0.761,119.899,1
Danny Nedelko,IDLES,0gqsJm7b3KPSpqA2FsVn53,Figas,4RY30o8lHU8ODAcVOiXrGR,"['bristol indie', 'crank wave', 'modern rock']",0.402,0.931,F#,-4.455,0.0562,0.000277,0.00403,0.243,0.32,102.185,0
Curiosità,Giuliano Sorgini,17tJb1wHHddKSf0tBl3bcn,Figas,4RY30o8lHU8ODAcVOiXrGR,"['italian library music', 'vintage italian soundtrack']",0.685,0.686,A#,-10.965,0.0926,0.605,0.82,0.0885,0.71,93.456,1
Mirage,Jean-Luc Ponty,4PJOwnZaZec8a7bvt98lvL,Figas,4RY30o8lHU8ODAcVOiXrGR,"['french jazz', 'jazz fusion', 'jazz violin', 'progressive rock', 'rock progressif francais']",0.443,0.668,D,-11.131,0.0355,0.0588,0.855,0.117,0.631,94.401,0
Slow Dance II,Naked Giants,1VdTDxpoYvKIALowR8Bxdo,Figas,4RY30o8lHU8ODAcVOiXrGR,['seattle indie'],0.471,0.398,F,-7.853,0.0483,0.00676,0.0422,0.0868,0.377,123.242,0
Tittle Tattle,Nubiyan Twist,250EZZGyjYplBum6Simk1B,Figas,4RY30o8lHU8ODAcVOiXrGR,"['indie jazz', 'indie soul', 'uk contemporary jazz']",0.449,0.789,C,-6.702,0.13,0.00263,0.0835,0.151,0.715,136.08,0
"Zigeunerweisen, Op. 20: II. Lento",Jascha Heifetz,5aq7wRwq9IDDqAa56x7Yws,Figas,4yocYvEGoG6TypT9ggVS0L,['violin'],0.333,0.0946,C,-22.633,0.0417,0.813,0.324,0.127,0.0471,100.436,0
Czárdás,Sarah Nemtanu,0YqNhKy2qjRNHfNcbMbqEm,Figas,4yocYvEGoG6TypT9ggVS0L,No Genre,0.381,0.47,D,-9.553,0.0517,0.688,0.025,0.0855,0.304,78.08,0
