track_name,track_artist,track_id,user_id,playlist_id,genres,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,duration_ms,popularity_binary
Please Come Home for Christmas - 2013 Remaster,Eagles,3QIoEi8Enr9uHffwInGIsC,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",0.612,0.289,A,-11.568,0.0421,0.599,0.00266,0.0561,0.466,183.18,84,177440,1
Oh You (Christmas Blues),LCD Soundsystem,4otA3aGSA5NN6mdBd4x68w,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']",0.687,0.41,G,-9.243,0.0407,0.0891,0.276,0.279,0.619,120.044,25,233365,0
It's Christmas! Let's Be Glad!,Sufjan Stevens,7BgTY5Di4ZuWBUb0xKpZGY,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,"['art pop', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'singer-songwriter']",0.443,0.573,G,-8.275,0.0292,0.829,0.0,0.107,0.603,159.335,0,115120,0
Christmas Party,Dr. Dog,7iVwCh2mRWw5oUbmF2Ipdp,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,"['chamber pop', 'indie rock', 'modern folk rock', 'philly indie', 'pov: indie', 'seattle indie', 'stomp and holler']",0.647,0.507,B,-12.696,0.0271,0.474,0.0,0.32,0.801,107.732,36,205008,0
Don't Believe in Christmas,Various Artists,7y4IlZLZUVJGeel3IFmAaZ,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,No Genre,0.51,0.872,E,-8.043,0.0741,0.514,0.0,0.249,0.674,99.882,32,107760,0
Rudolph the Red-Nosed Reindeer,Gene Autry,1dtIaSlyrLI04sqYa8nLyN,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,"['adult standards', 'classic oklahoma country', 'cowboy western', 'traditional country', 'western swing', 'yodeling']",0.629,0.159,G#,-14.056,0.0495,0.883,0.0,0.222,0.642,142.157,75,186733,1
(There's No Place Like) Home For The Holidays,Carpenters,4ZaxNHTIak47vBzaTWAUC4,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,"['adult standards', 'mellow gold', 'soft rock']",0.381,0.291,E,-14.549,0.0343,0.899,0.0,0.0864,0.437,167.326,0,155960,0
christmas will break your heart,LCD Soundsystem,0dMGq0YUOik1rMZicB96Qa,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']",0.473,0.267,E,-11.099,0.033,0.193,0.0146,0.0911,0.255,144.913,48,266866,1
Just Like Christmas,Low,4zMP6aieSmWQNFdp3O4Owv,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,"['chamber pop', 'dream pop', 'duluth indie', 'melancholia', 'shoegaze', 'slowcore']",0.421,0.712,A#,-10.417,0.0463,0.413,0.479,0.115,0.501,184.202,56,188720,1
Wonderful Christmastime,Various Artists,3OnZDfpaIbb2dBCCHtoYSX,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,No Genre,0.633,0.689,B,-5.406,0.0307,0.0109,0.0,0.114,0.899,140.075,55,146520,1
Step Into Christmas - Remastered 1995,Elton John,11P4sSu6BH2lAbWk1sL6cK,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,"['glam rock', 'mellow gold', 'piano rock', 'rock']",0.54,0.928,D,-6.252,0.0337,0.0887,1.11e-05,0.314,0.796,140.419,81,272333,1
Someday At Christmas,The Jackson 5,5w5fUjfat5LcVrZv2CRd6w,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,"['motown', 'soul']",0.584,0.624,C,-7.078,0.0327,0.394,0.0,0.148,0.69,111.937,62,163613,1
Merry Christmas Mr. Lawrence,Ryuichi Sakamoto,17oLsEzzlGFlrBKViCzmGc,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,"['compositional ambient', 'japanese classical', 'japanese contemporary classical', 'japanese soundtrack']",0.479,0.174,A#,-18.021,0.0371,0.952,0.841,0.115,0.296,103.577,0,286666,0
Boxing Day Blues (Revisited),Courtney Barnett,1MRr1ivNucqEBjHBMgDFjA,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,"['art pop', 'australian indie', 'chamber pop', 'indie pop', 'indie rock', 'melbourne indie', 'noise pop', 'seattle indie', 'singer-songwriter']",0.71,0.434,E,-15.28,0.0682,0.477,0.199,0.0857,0.735,105.185,40,167346,0
En Ville la Veille de Noël,Jenn Grant,6uF6WAlciAGVYa2yWlq6jm,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,"['canadian folk', 'canadian indie', 'canadian singer-songwriter']",0.69,0.407,D,-7.69,0.0252,0.6,1.02e-06,0.247,0.562,96.103,30,204000,0
Christmas Time Is Here,Khruangbin,5k4RDTxRX1Wr4nNNjwTT59,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,"['indie soul', 'neo-psychedelic']",0.653,0.354,G,-11.155,0.0291,0.0488,0.798,0.183,0.128,88.167,0,206549,0
Must Be Santa - Spotify Singles Holiday,Kurt Vile,04LnqfQEzvutfUhSylWowv,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,"['art pop', 'chamber pop', 'indie rock', 'modern folk rock', 'neo-psychedelic', 'noise pop', 'philly indie', 'singer-songwriter']",0.524,0.536,D,-10.062,0.0293,0.35,1.98e-05,0.0586,0.719,169.989,42,311423,0
"Did I Make You Cry on Christmas Day? (Well, You Deserved it!)",Peach Pit,6PI9MKx35DG9NTqGeRvoKr,Rafa,6TKW0XRJknQ1Gj8M0AP4Ka,"['pov: indie', 'vancouver indie']",0.803,0.439,E,-12.251,0.0362,0.035,0.146,0.297,0.548,119.989,46,222560,1
I Am the Resurrection - Remastered,The Stone Roses,5ikdUUm6JbnEVnp35c7dvy,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['britpop', 'dance rock', 'madchester']",0.357,0.866,E,-6.324,0.0411,0.00191,0.114,0.0815,0.721,129.071,59,492946,1
The Rolling People,The Verve,1XRzxOtCN1cGeTST38dpf5,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['britpop', 'permanent wave', 'rock', 'shoegaze']",0.195,0.937,G,-6.814,0.0927,0.0204,0.000875,0.356,0.436,164.739,39,421893,0
Lucky Man,The Verve,2mxPSHEwjJWOQS7lGw6btF,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['britpop', 'permanent wave', 'rock', 'shoegaze']",0.407,0.663,D,-7.591,0.0305,0.255,0.000166,0.0913,0.211,75.989,70,293586,1
Step On - 2007 Remaster,Happy Mondays,4gAU0cHQJFxj1n2ZDiEIzG,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['britpop', 'dance rock', 'madchester']",0.595,0.889,G,-7.163,0.0332,1.12e-05,0.551,0.118,0.45,105.153,57,318506,1
The Only One I Know,The Charlatans,17hdos7cv1vAvcfoTU4Pym,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['britpop', 'dance rock', 'madchester']",0.543,0.572,F,-13.124,0.0317,0.0685,0.00119,0.0823,0.533,113.312,0,238120,0
Movin' on Up,Primal Scream,67ncFJWaIbJdqZl1bpEppz,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['alternative rock', 'britpop', 'dance rock', 'scottish indie']",0.523,0.76,F,-12.437,0.0325,0.103,0.00068,0.0666,0.581,94.267,63,228266,1
Bitter Sweet Symphony - Remastered 2016,The Verve,57iDDD9N9tTWe75x6qhStw,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['britpop', 'permanent wave', 'rock', 'shoegaze']",0.356,0.917,A,-6.006,0.0479,0.0335,0.0,0.406,0.518,171.176,83,357266,1
Love Spreads,The Stone Roses,6JvEXmRh3l2acBzvqavgT9,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['britpop', 'dance rock', 'madchester']",0.435,0.88,D,-8.451,0.0448,0.00265,0.0014,0.436,0.593,91.116,60,347093,1
Music Is Power,Richard Ashcroft,36E5ydu47DI0oXGqtWke20,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['britpop', 'solo wave']",0.587,0.743,G,-6.423,0.0365,0.474,0.0,0.103,0.865,153.15,38,238040,0
Disco 2000,Pulp,2aC8wwfrM0YeTAzzk8hxqC,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['alternative rock', 'britpop', 'permanent wave', 'sheffield indie']",0.565,0.902,G,-7.579,0.0725,0.0132,0.0,0.0561,0.544,133.11,66,273573,1
A Song For The Lovers,Richard Ashcroft,7a90gal9tr3yS8bEXUvu8D,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['britpop', 'solo wave']",0.389,0.923,A,-6.668,0.0475,0.0397,0.00105,0.114,0.49,154.127,54,326160,1
The Drugs Don't Work,The Verve,15kLz0zNFdtsaJdXKSGmTU,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['britpop', 'permanent wave', 'rock', 'shoegaze']",0.442,0.52,C,-8.648,0.0261,0.184,0.0,0.154,0.177,77.437,65,304880,1
She Bangs the Drums - Remastered,The Stone Roses,3clIHVzJ9J2rvvrFUKLICo,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['britpop', 'dance rock', 'madchester']",0.339,0.976,A,-4.782,0.0909,0.00649,0.00672,0.123,0.672,144.723,64,232333,1
Common People - Full Length Version,Pulp,2fXKyAyPrEa24c6PJyqznF,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['alternative rock', 'britpop', 'permanent wave', 'sheffield indie']",0.314,0.797,C,-9.026,0.038,0.0057,5.59e-05,0.0718,0.569,145.393,71,351626,1
One To Another (remastered),The Charlatans,162e4fP8KdgImeIOp15CRg,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['britpop', 'dance rock', 'madchester']",0.456,0.868,A#,-6.338,0.0446,0.000113,0.000105,0.425,0.331,102.609,0,267653,0
Headshrinker,Oasis,7hK7WucZuXRzDUfqJIpr4G,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",0.108,0.892,G,-2.135,0.0589,0.0427,1.15e-05,0.368,0.2,157.89,0,278293,0
Parklife - 2012 Remaster,Blur,7FSzJQV6thyoQptFCUTV9c,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.628,0.89,E,-6.094,0.0675,0.121,0.0,0.281,0.722,138.787,66,185093,1
Swastika Eyes - Remastered,Primal Scream,3rQHtUCXF7k64RORqnPox7,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['alternative rock', 'britpop', 'dance rock', 'scottish indie']",0.492,0.963,C,-5.305,0.0446,7.44e-06,0.111,0.133,0.329,133.742,29,236720,0
Babies,Pulp,1pUNeXXcmAJOyK6TiVL49n,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['alternative rock', 'britpop', 'permanent wave', 'sheffield indie']",0.299,0.818,D,-7.942,0.0649,0.113,2.46e-06,0.0827,0.604,156.193,0,244826,0
Go Let It Out,Oasis,4OatkfH776QotWz1aNP1hG,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",0.315,0.925,D,-4.767,0.0434,0.00017,0.0405,0.916,0.593,85.184,0,350960,0
Waterfall - Remastered,The Stone Roses,4CWgqHRJjDLd2PCedMz8eY,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['britpop', 'dance rock', 'madchester']",0.491,0.686,B,-8.22,0.0289,0.0236,0.263,0.451,0.437,103.715,64,278826,1
Kinky Afro,Happy Mondays,2ItPID4dgSL1t1ZbZCrg5S,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['britpop', 'dance rock', 'madchester']",0.547,0.764,F,-12.552,0.0419,0.000523,1.79e-05,0.285,0.722,117.722,51,239493,1
Country House - 2012 Remaster,Blur,6L4fEE9awoUnSEy1bmQebb,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.331,0.885,A,-6.606,0.0923,0.205,0.0,0.123,0.589,175.293,62,236960,1
Mary,Supergrass,2EVaMYSNAQ2htYkxpet17n,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['alternative rock', 'britpop', 'oxford indie']",0.519,0.747,C,-6.79,0.0349,0.0371,0.00503,0.0722,0.302,112.981,16,239960,0
This Is Hardcore,Pulp,1so0qYkfkiZNNcvJN02qdo,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['alternative rock', 'britpop', 'permanent wave', 'sheffield indie']",0.338,0.511,A,-7.839,0.0267,0.00526,0.00062,0.159,0.112,154.136,51,383733,1
Loose Fit,Happy Mondays,6GMJZexPddSAgJu0qp76UE,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['britpop', 'dance rock', 'madchester']",0.648,0.875,A#,-8.636,0.0704,0.00531,0.41,0.103,0.429,96.853,43,297200,0
24 Hour Party People,Happy Mondays,0QPANNFhh1LG4qmN1ZXkIG,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['britpop', 'dance rock', 'madchester']",0.616,0.902,D,-6.475,0.0482,0.000267,0.000718,0.106,0.745,126.791,32,280386,0
Loaded - Remastered,Primal Scream,5nD0JrqbevsWiih4GnXRLm,Rafa,3IGaKuOVwVI1UR4IToH2DU,"['alternative rock', 'britpop', 'dance rock', 'scottish indie']",0.546,0.835,F#,-5.156,0.155,0.000542,0.494,0.222,0.737,186.682,48,263920,1
Golden Skans,Klaxons,7kcyCnpHm1BZGB9Wc7MCZH,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative dance', 'dance-punk', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave']",0.463,0.836,D,-2.776,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,0,165120,0
Obvious Bicycle,Vampire Weekend,2gKZXeCTkQjblUQgnKF7Ow,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['baroque pop', 'chamber pop', 'garage rock', 'indie rock', 'indietronica', 'modern rock']",0.472,0.29,A,-12.327,0.0957,0.403,0.000115,0.199,0.126,180.098,0,251253,0
When The Sun Goes Down,Arctic Monkeys,2zzLRQ78kKfPTx8FJQCdC2,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.348,0.875,B,-4.758,0.199,0.0341,0.0,0.117,0.407,169.152,77,202133,1
We're Going To Be Friends,The White Stripes,50rC54ke9Nj4cpayBNQq0x,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",0.519,0.46,G,-5.416,0.0275,0.668,0.0,0.0793,0.423,97.111,0,142226,0
Last Nite,The Strokes,7kzKAuUzOITUauHAhoMoxA,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",0.624,0.91,C,-5.703,0.0297,0.0285,0.000198,0.0789,0.767,104.042,78,193506,1
Chelsea Dagger,The Fratellis,1bCmvezFg5MRcENzCGG1Cy,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['garage rock', 'modern rock', 'scottish rock']",0.511,0.815,G,-3.14,0.144,0.0491,0.0,0.0826,0.586,154.514,72,215306,1
A-Punk,Vampire Weekend,5dKBaysNJtfpyNTRa5lqDb,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['baroque pop', 'chamber pop', 'garage rock', 'indie rock', 'indietronica', 'modern rock']",0.551,0.821,D,-4.489,0.0539,0.0102,0.0438,0.153,0.842,174.923,0,137760,0
Fire,Kasabian,0Ln5tJyLX5qusquBOtq7wf,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative rock', 'britpop', 'garage rock', 'leicester indie', 'modern rock', 'rock']",0.525,0.742,A#,-5.643,0.0311,0.0874,0.149,0.117,0.179,117.029,69,252279,1
Ruby,Kaiser Chiefs,0N5x5UmYcbBeHFJtCCqf62,Rafa,0Sfoe8Amb7YIYw83dKdaF8,['modern rock'],0.451,0.939,F,-2.82,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416,0,204200,0
Can't Stand Me Now,The Libertines,71D4LseR0RADPbyvMeTIHR,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['britpop', 'garage rock', 'garage rock revival', 'modern rock']",0.368,0.935,E,-3.204,0.0587,0.0111,0.00201,0.0948,0.558,164.425,0,203733,0
Are You Gonna Be My Girl,Jet,305WCRhhS10XUcH6AEwZk6,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['garage rock', 'modern rock', 'pop rock']",0.613,0.953,D,-3.435,0.0855,0.00148,0.000582,0.152,0.537,105.046,79,213800,1
Don't Look Back into the Sun,The Libertines,38peLHRTxGZAd5TpEO3gB9,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['britpop', 'garage rock', 'garage rock revival', 'modern rock']",0.219,0.765,G,-5.563,0.111,0.00738,0.00219,0.259,0.669,174.927,0,179960,0
Underdog,Kasabian,3PbsDnKdrZY0ttX7VE9s5R,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative rock', 'britpop', 'garage rock', 'leicester indie', 'modern rock', 'rock']",0.526,0.895,F,-5.407,0.0543,0.0603,1.3e-06,0.582,0.655,101.016,63,277466,1
I Predict A Riot,Kaiser Chiefs,75D3n6wnFQmu1HVmLAlWM4,Rafa,0Sfoe8Amb7YIYw83dKdaF8,['modern rock'],0.395,0.979,G#,-3.241,0.0766,0.0243,0.0,0.12,0.41,158.842,67,233186,1
Sex on Fire,Kings of Leon,0ntQJM78wzOLVeCUAW7Y45,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['modern rock', 'rock']",0.542,0.905,A,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398,85,203346,1
If You Wanna,The Vaccines,0KNVDEeZWXZPIYKqJeRRpX,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['british indie rock', 'garage rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']",0.352,0.866,D,-3.274,0.0392,3.03e-05,2.92e-05,0.295,0.544,165.209,0,174013,0
Creep,Radiohead,0fuLRqMU6IaRoNAFIUdjPx,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",0.515,0.43,G,-9.935,0.0369,0.0102,0.000141,0.129,0.104,91.841,0,238640,0
Song 2,Blur,4F64QXRV1EGHSm5jIeMmcQ,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.658,0.726,G#,-7.51,0.0856,0.00211,0.00229,0.0922,0.874,129.715,0,121306,0
I Bet You Look Good On The Dancefloor,Arctic Monkeys,0S7zL7ae0KpOSPKeFQpHo8,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.535,0.948,F#,-4.19,0.0356,0.00225,0.0,0.376,0.778,103.183,0,173680,0
Seven Nation Army,The White Stripes,3m6KkYKdnbffMpGd9Pm9FP,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",0.745,0.466,E,-7.62,0.0864,0.00666,0.35,0.272,0.303,123.889,0,231920,0
Take Me Out,Franz Ferdinand,7kw6yVmdZGuRcWGi4adXYT,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']",0.273,0.665,A,-8.795,0.0382,0.000458,0.000893,0.117,0.514,104.656,0,239026,0
Wonderwall,Oasis,5bj4hb0QYTs44PDiwbI5CS,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",0.413,0.85,D,-5.593,0.0362,0.00228,0.0,0.124,0.481,174.423,0,258906,0
Here Comes Your Man,Pixies,0cs671lxX2eoDzr2KMuo3N,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative rock', 'boston rock', 'permanent wave', 'rock']",0.669,0.783,D,-12.302,0.0295,0.0475,0.0296,0.115,0.896,124.518,0,201693,0
Anthem For Doomed Youth,The Libertines,1yzNxnMHiiADLrdtXusWKb,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['britpop', 'garage rock', 'garage rock revival', 'modern rock']",0.617,0.522,E,-8.312,0.0279,0.31,0.00026,0.114,0.208,101.035,38,266760,0
No Hope,The Vaccines,2iT6NCYxxCmE1gqYaDbWbG,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['british indie rock', 'garage rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']",0.448,0.812,D,-3.697,0.0419,0.00146,0.00025,0.309,0.631,93.906,0,250200,0
You Talk,Babyshambles,3rtkoN3YlwVmDgXf4DOBee,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['britpop', 'garage rock', 'rock']",0.409,0.898,D,-3.817,0.0758,0.0233,0.0,0.315,0.551,147.97,35,208631,0
Old Yellow Bricks,Arctic Monkeys,5KGbRvZyVyKP2AEJMHErB4,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.66,0.837,C,-4.315,0.0682,0.000147,6.62e-06,0.0788,0.757,135.158,68,193226,1
Club Foot,Kasabian,6C0xucNj75wRdlejwWIEW1,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative rock', 'britpop', 'garage rock', 'leicester indie', 'modern rock', 'rock']",0.238,0.919,C,-6.893,0.0816,0.0257,2.31e-05,0.0914,0.123,101.752,63,214373,1
Time to Pretend,MGMT,4iG2gAwKXsOcijVaVXzRPW,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",0.438,0.94,D,-3.249,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,80,261000,1
Shoot the Runner,Kasabian,4baAwbpkroYCwSIlaqzNXy,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative rock', 'britpop', 'garage rock', 'leicester indie', 'modern rock', 'rock']",0.526,0.776,G,-4.169,0.0852,0.000431,0.0157,0.334,0.524,131.194,55,207373,1
Obstacle 1,Interpol,7wvtiQ3o8ELEmk2NjSSPpX,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative dance', 'alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",0.371,0.941,F,-4.783,0.0602,5.21e-05,0.676,0.0732,0.386,120.499,0,251546,0
R U Mine?,Arctic Monkeys,2AT8iROs4FQueDv2c8q2KE,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.288,0.758,F#,-5.692,0.0371,0.00616,0.0,0.303,0.619,97.094,85,201726,1
My Number,Foals,4c9WmjVlQMr0s1IjbYO52Z,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative dance', 'garage rock', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'oxford indie', 'rock', 'shimmer pop']",0.639,0.744,F#,-8.377,0.0368,0.0319,0.000458,0.466,0.825,128.047,0,240533,0
Young Folks,Peter Bjorn and John,4dyx5SzxPPaD8xQIid5Wjj,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative dance', 'baroque pop', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'swedish alternative rock', 'swedish indie pop']",0.699,0.812,C,-6.005,0.0377,0.0164,0.000763,0.105,0.662,138.185,80,276693,1
Banquet,Bloc Party,2YxXuCdbUpil3P7tRjhW1t,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave', 'scottish rock']",0.578,0.892,A#,-7.952,0.0441,0.000139,0.0111,0.215,0.892,150.253,66,196613,1
Pumped Up Kicks,Foster The People,7w87IxuO7BDcJ3YUqCyMTT,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",0.733,0.71,F,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,86,239600,1
Take a Walk,Passion Pit,4Sfa7hdVkqlM8UW5LsSY3F,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'shimmer pop']",0.566,0.755,B,-5.526,0.0368,0.0338,0.0,0.315,0.445,101.006,69,264493,1
What You Know,Two Door Cinema Club,1qfYG2JrchEyJiqKnkE7YQ,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['indie rock', 'indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie']",0.55,0.753,F#,-4.003,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,0,189693,0
Delivery,Babyshambles,5T9ir6tlqhhbKVzIC0ssbs,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['britpop', 'garage rock', 'rock']",0.501,0.909,F,-4.196,0.0377,0.00252,3.78e-05,0.283,0.753,140.905,48,161400,1
Bang Bang You're Dead,Dirty Pretty Things,0fiB5cRA2lngpF06X1Ou4u,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['britpop', 'garage rock']",0.307,0.784,F,-3.016,0.0586,0.00724,5.02e-06,0.464,0.434,151.708,51,212200,1
Monster,The Automatic,4QlGmrsVUqVDJb0VHhhjF8,Rafa,0Sfoe8Amb7YIYw83dKdaF8,['welsh rock'],0.54,0.89,E,-3.828,0.0306,0.000286,5.55e-06,0.121,0.563,141.479,0,221680,0
Soldier On,The Temper Trap,5H27NPRea6PuxF1OsKEPHm,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['indietronica', 'modern rock', 'shimmer pop']",0.315,0.443,B,-7.21,0.0294,0.439,0.147,0.114,0.0631,105.791,0,358680,0
Little Talks,Of Monsters and Men,2ihCaVdNZmnHZWt0fvAM7B,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['folk-pop', 'metropopolis', 'modern rock', 'stomp and holler']",0.457,0.757,C#,-5.177,0.032,0.0206,0.0,0.146,0.417,102.961,83,266600,1
I Know What I Am,Band Of Skulls,2emjgVnrbTxBpdP6Ww0aJo,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['garage rock', 'garage rock revival', 'modern blues rock', 'punk blues', 'southampton indie']",0.641,0.897,A,-4.369,0.0779,0.172,2.89e-06,0.103,0.6,100.069,0,198000,0
Rich Girls,The Virgins,4KWUVilgHxC10fi3yMxtMQ,Rafa,0Sfoe8Amb7YIYw83dKdaF8,['dance-punk'],0.753,0.869,A#,-4.09,0.0338,0.00164,6.21e-06,0.155,0.703,109.563,47,182093,1
Shut Up and Let Me Go,The Ting Tings,3bu5GJpyHZs8DfPlkKrnnE,Rafa,0Sfoe8Amb7YIYw83dKdaF8,"['alternative dance', 'dance-punk', 'electropop', 'neo-synthpop', 'new rave']",0.852,0.927,G,-4.497,0.0581,0.0109,0.00268,0.054,0.887,107.993,45,171226,1
Hero,Family of the Year,6GRDI9suQHikFP6euIXnpq,Rafa,0Sfoe8Amb7YIYw83dKdaF8,['stomp and holler'],0.341,0.539,F,-5.76,0.0265,0.213,6.44e-05,0.109,0.267,174.564,0,190280,0
